,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
306,0,0,3762,1666.0,135.0,360.0,1.0,0,1
307,0,0,2400,1863.0,104.0,360.0,0.0,2,0
308,0,0,20233,0.0,480.0,360.0,1.0,0,0
309,2,1,7667,0.0,185.0,360.0,1.0,0,1
310,0,0,2917,0.0,84.0,360.0,1.0,1,1
311,0,1,2927,2405.0,111.0,360.0,1.0,1,1
312,0,0,2507,0.0,56.0,360.0,1.0,0,1
313,2,0,5746,0.0,144.0,84.0,1.0,0,1
314,0,0,2473,1843.0,159.0,360.0,1.0,0,0
315,1,1,3399,1640.0,111.0,180.0,1.0,2,1
316,2,0,3717,0.0,120.0,360.0,1.0,1,1
317,0,0,2058,2134.0,88.0,360.0,1.0,2,1
318,1,0,3541,0.0,112.0,360.0,1.0,1,1
319,1,0,10000,0.0,155.0,360.0,1.0,0,0
320,0,0,2400,2167.0,115.0,360.0,1.0,1,1
321,3,0,4342,189.0,124.0,360.0,1.0,1,1
322,2,1,3601,1590.0,128.0,360.0,1.0,0,1
323,0,0,3166,2985.0,132.0,360.0,1.0,0,1
324,3,0,15000,0.0,300.0,360.0,1.0,0,1
325,1,0,8666,4983.0,376.0,360.0,0.0,0,0
326,0,0,4917,0.0,130.0,360.0,0.0,0,1
327,0,0,5818,2160.0,184.0,360.0,1.0,1,1
328,0,0,4333,2451.0,110.0,360.0,1.0,2,0
329,0,0,2500,0.0,67.0,360.0,1.0,2,1
330,1,0,4384,1793.0,117.0,360.0,1.0,2,1
331,0,0,2935,0.0,98.0,360.0,1.0,1,1
332,0,0,2833,0.0,71.0,360.0,1.0,2,1
333,0,0,63337,0.0,490.0,180.0,1.0,2,1
334,1,0,9833,1833.0,182.0,180.0,1.0,2,1
335,0,0,5503,4490.0,70.0,360.0,1.0,1,1
336,1,0,5250,688.0,160.0,360.0,1.0,0,1
337,2,0,2500,4600.0,176.0,360.0,1.0,0,1
338,3,1,1830,0.0,128.0,360.0,0.0,2,0
339,0,0,4160,0.0,71.0,360.0,1.0,1,1
340,3,1,2647,1587.0,173.0,360.0,1.0,0,0
341,0,0,2378,0.0,46.0,360.0,1.0,0,0
342,1,1,4554,1229.0,158.0,360.0,1.0,2,1
343,3,1,3173,0.0,74.0,360.0,1.0,1,1
344,2,0,2583,2330.0,125.0,360.0,1.0,0,1
345,0,0,2499,2458.0,160.0,360.0,1.0,1,1
346,0,1,3523,3230.0,152.0,360.0,0.0,0,0
347,2,1,3083,2168.0,126.0,360.0,1.0,2,1
348,0,0,6333,4583.0,259.0,360.0,1.0,1,1
349,0,0,2625,6250.0,187.0,360.0,1.0,0,1
350,0,0,9083,0.0,228.0,360.0,1.0,1,1
351,0,0,8750,4167.0,308.0,360.0,1.0,0,0
352,3,0,2666,2083.0,95.0,360.0,1.0,0,1
353,0,0,5500,0.0,105.0,360.0,0.0,0,0
354,0,0,2423,505.0,130.0,360.0,1.0,1,1
355,0,0,3813,0.0,116.0,180.0,1.0,2,1
356,2,0,8333,3167.0,165.0,360.0,1.0,0,1
357,1,0,3875,0.0,67.0,360.0,1.0,2,0
358,0,1,3000,1666.0,100.0,480.0,0.0,2,0
359,3,0,5167,3167.0,200.0,360.0,1.0,1,1
360,1,0,4723,0.0,81.0,360.0,1.0,1,0
361,2,0,5000,3667.0,236.0,360.0,1.0,1,1
362,0,0,4750,2333.0,130.0,360.0,1.0,2,1
363,0,0,3013,3033.0,95.0,300.0,1.0,2,1
364,0,0,6822,0.0,141.0,360.0,1.0,0,1
365,0,1,6216,0.0,133.0,360.0,1.0,0,0
366,0,0,2500,0.0,96.0,480.0,1.0,1,0
367,0,0,5124,0.0,124.0,360.0,0.0,0,0
368,1,0,6325,0.0,175.0,360.0,1.0,1,1
369,0,0,19730,5266.0,570.0,360.0,1.0,0,0
370,0,0,15759,0.0,55.0,360.0,1.0,1,1
371,2,0,5185,0.0,155.0,360.0,1.0,1,1
372,2,0,9323,7873.0,380.0,300.0,1.0,0,1
373,1,0,3062,1987.0,111.0,180.0,0.0,2,0
374,0,0,2764,1459.0,110.0,360.0,1.0,2,1
375,0,0,4817,923.0,120.0,180.0,1.0,2,1
376,3,0,8750,4996.0,130.0,360.0,1.0,0,1
377,0,0,4310,0.0,130.0,360.0,1.0,1,1
378,0,0,3069,0.0,71.0,480.0,1.0,2,0
379,2,0,5391,0.0,130.0,360.0,1.0,2,1
380,0,0,3333,2500.0,128.0,360.0,1.0,1,1
381,0,0,5941,4232.0,296.0,360.0,1.0,1,1
382,0,0,6000,0.0,156.0,360.0,1.0,2,1
383,0,0,7167,0.0,128.0,360.0,1.0,2,1
384,2,0,4566,0.0,100.0,360.0,1.0,2,0
385,1,0,3667,0.0,113.0,180.0,1.0,2,1
386,0,1,2346,1600.0,132.0,360.0,1.0,1,1
387,0,1,3010,3136.0,128.0,360.0,0.0,2,0
388,0,0,2333,2417.0,136.0,360.0,1.0,2,1
389,0,0,5488,0.0,125.0,360.0,1.0,0,1
390,3,0,9167,0.0,185.0,360.0,1.0,0,1
391,3,0,9504,0.0,275.0,360.0,1.0,0,1
392,0,0,2583,2115.0,120.0,360.0,1.0,2,1
393,2,1,1993,1625.0,113.0,180.0,1.0,1,1
394,2,0,3100,1400.0,113.0,360.0,1.0,2,1
395,2,0,3276,484.0,135.0,360.0,1.0,1,1
396,0,0,3180,0.0,71.0,360.0,0.0,2,0
397,0,0,3033,1459.0,95.0,360.0,1.0,2,1
398,0,1,3902,1666.0,109.0,360.0,1.0,0,1
399,0,0,1500,1800.0,103.0,360.0,0.0,1,0
400,2,1,2889,0.0,45.0,180.0,0.0,2,0
401,0,1,2755,0.0,65.0,300.0,1.0,0,0
402,0,0,2500,20000.0,103.0,360.0,1.0,1,1
403,0,1,1963,0.0,53.0,360.0,1.0,1,1
404,0,0,7441,0.0,194.0,360.0,1.0,0,0
405,0,0,4547,0.0,115.0,360.0,1.0,1,1
406,0,1,2167,2400.0,115.0,360.0,1.0,2,1
407,0,1,2213,0.0,66.0,360.0,1.0,0,1
408,1,0,8300,0.0,152.0,300.0,0.0,1,0
409,3,0,81000,0.0,360.0,360.0,0.0,0,0
410,1,1,3867,0.0,62.0,360.0,1.0,1,0
411,0,0,6256,0.0,160.0,360.0,1.0,2,1
412,0,1,6096,0.0,218.0,360.0,0.0,0,0
413,0,1,2253,2033.0,110.0,360.0,1.0,0,1
414,0,1,2149,3237.0,178.0,360.0,0.0,1,0
415,0,0,2995,0.0,60.0,360.0,1.0,2,1
416,1,0,2600,0.0,160.0,360.0,1.0,2,0
417,2,0,1600,20000.0,239.0,360.0,1.0,2,0
418,0,0,1025,2773.0,112.0,360.0,1.0,0,1
419,0,0,3246,1417.0,138.0,360.0,1.0,1,1
420,0,0,5829,0.0,138.0,360.0,1.0,0,1
421,0,1,2720,0.0,80.0,360.0,0.0,2,0
422,0,0,1820,1719.0,100.0,360.0,1.0,2,1
423,1,0,7250,1667.0,110.0,360.0,0.0,2,0
424,0,0,14880,0.0,96.0,360.0,1.0,1,1
425,0,0,2666,4300.0,121.0,360.0,1.0,0,1
426,1,1,4606,0.0,81.0,360.0,1.0,0,0
427,2,0,5935,0.0,133.0,360.0,1.0,1,1
428,0,0,2920,16.12000084,87.0,360.0,1.0,0,1
429,0,1,2717,0.0,60.0,180.0,1.0,2,1
430,1,0,8624,0.0,150.0,360.0,1.0,1,1
431,0,0,6500,0.0,105.0,360.0,0.0,0,0
432,0,0,12876,0.0,405.0,360.0,1.0,1,1
433,0,0,2425,2340.0,143.0,360.0,1.0,1,1
434,0,0,3750,0.0,100.0,360.0,1.0,2,1
435,0,0,10047,0.0,128.0,240.0,1.0,1,1
436,0,0,1926,1851.0,50.0,360.0,1.0,1,1
437,0,0,2213,1125.0,128.0,360.0,1.0,2,1
438,0,0,10416,0.0,187.0,360.0,0.0,2,0
439,0,1,7142,0.0,138.0,360.0,1.0,0,1
440,0,0,3660,5064.0,187.0,360.0,1.0,1,1
441,0,0,7901,1833.0,180.0,360.0,1.0,0,1
442,3,1,4707,1993.0,148.0,360.0,1.0,1,1
443,1,0,37719,0.0,152.0,360.0,1.0,1,1
444,0,0,7333,8333.0,175.0,300.0,1.0,0,1
445,1,0,3466,1210.0,130.0,360.0,1.0,0,1
446,2,1,4652,0.0,110.0,360.0,1.0,0,1
447,0,0,3539,1376.0,55.0,360.0,1.0,0,0
448,2,0,3340,1710.0,150.0,360.0,0.0,0,0
449,1,1,2769,1542.0,190.0,360.0,1.0,1,0
450,2,1,2309,1255.0,125.0,360.0,0.0,0,0
451,2,1,1958,1456.0,60.0,300.0,1.0,2,1
452,0,0,3948,1733.0,149.0,360.0,0.0,0,0
453,0,0,2483,2466.0,90.0,180.0,0.0,0,1
454,0,0,7085,0.0,84.0,360.0,1.0,1,1
455,2,0,3859,0.0,96.0,360.0,1.0,1,1
456,0,0,4301,0.0,118.0,360.0,1.0,2,1
457,0,0,3708,2569.0,173.0,360.0,1.0,2,0
458,2,0,4354,0.0,136.0,360.0,1.0,0,1
459,0,0,8334,0.0,160.0,360.0,1.0,1,0
460,0,0,2083,4083.0,160.0,360.0,1.0,1,1
461,3,0,7740,0.0,128.0,180.0,1.0,2,1
462,0,0,3015,2188.0,153.0,360.0,1.0,0,1
463,1,1,5191,0.0,132.0,360.0,1.0,1,1
464,0,0,4166,0.0,98.0,360.0,0.0,1,0
465,0,0,6000,0.0,140.0,360.0,1.0,0,1
466,3,1,2947,1664.0,70.0,180.0,0.0,2,0
467,0,0,16692,0.0,110.0,360.0,1.0,1,1
468,2,1,210,2917.0,98.0,360.0,1.0,1,1
469,0,0,4333,2451.0,110.0,360.0,1.0,2,0
470,1,0,3450,2079.0,162.0,360.0,1.0,1,1
471,1,1,2653,1500.0,113.0,180.0,0.0,0,0
472,3,0,4691,0.0,100.0,360.0,1.0,1,1
473,0,0,2500,0.0,93.0,360.0,1.0,2,1
474,2,0,5532,4648.0,162.0,360.0,1.0,0,1
475,2,0,16525,1014.0,150.0,360.0,1.0,0,1
476,2,0,6700,1750.0,230.0,300.0,1.0,1,1
477,2,0,2873,1872.0,132.0,360.0,0.0,1,0
478,1,0,16667,2250.0,86.0,360.0,1.0,1,1
479,2,0,2947,1603.0,128.0,360.0,1.0,2,0
480,0,1,4350,0.0,154.0,360.0,1.0,0,1
481,3,1,3095,0.0,113.0,360.0,1.0,0,1
482,0,0,2083,3150.0,128.0,360.0,1.0,1,1
483,0,0,10833,0.0,234.0,360.0,1.0,1,1
484,2,0,8333,0.0,246.0,360.0,1.0,1,1
485,1,1,1958,2436.0,131.0,360.0,1.0,0,1
486,2,0,3547,0.0,80.0,360.0,0.0,0,0
487,1,0,18333,0.0,500.0,360.0,1.0,2,0
488,2,0,4583,2083.0,160.0,360.0,1.0,1,1
489,0,0,2435,0.0,75.0,360.0,1.0,2,0
490,0,1,2699,2785.0,96.0,360.0,1.0,1,1
491,1,1,5333,1131.0,186.0,360.0,1.0,2,1
492,0,1,3691,0.0,110.0,360.0,1.0,0,1
493,0,1,17263,0.0,225.0,360.0,1.0,1,1
494,0,0,3597,2157.0,119.0,360.0,0.0,0,0
495,1,0,3326,913.0,105.0,84.0,1.0,1,1
496,0,1,2600,1700.0,107.0,360.0,1.0,0,1
497,0,0,4625,2857.0,111.0,12.0,1.0,2,1
498,1,0,2895,0.0,95.0,360.0,1.0,1,1
499,0,0,6283,4416.0,209.0,360.0,0.0,0,0
500,0,0,645,3683.0,113.0,480.0,1.0,0,1
501,0,0,3159,0.0,100.0,360.0,1.0,1,1
502,2,0,4865,5624.0,208.0,360.0,1.0,1,1
503,1,1,4050,5302.0,138.0,360.0,1.0,0,0
504,0,1,3814,1483.0,124.0,300.0,1.0,1,1
505,2,0,3510,4416.0,243.0,360.0,1.0,0,1
506,0,0,20833,6667.0,480.0,360.0,1.0,2,1
507,0,0,3583,0.0,96.0,360.0,1.0,2,0
508,0,0,2479,3013.0,188.0,360.0,1.0,2,1
509,1,0,13262,0.0,40.0,360.0,1.0,2,1
510,0,1,3598,1287.0,100.0,360.0,1.0,0,0
511,1,0,6065,2004.0,250.0,360.0,1.0,1,1
512,2,0,3283,2035.0,148.0,360.0,1.0,2,1
513,0,0,2130,6666.0,70.0,180.0,1.0,1,0
514,0,0,5815,3666.0,311.0,360.0,1.0,0,0
515,3,0,3466,3428.0,150.0,360.0,1.0,0,1
516,2,0,2031,1632.0,113.0,480.0,1.0,1,1
517,0,1,3074,1800.0,123.0,360.0,0.0,1,0
518,0,0,4683,1915.0,185.0,360.0,1.0,1,0
519,0,1,3400,0.0,95.0,360.0,1.0,0,0
520,2,1,2192,1742.0,45.0,360.0,1.0,1,1
521,0,0,2500,0.0,55.0,360.0,1.0,1,1
522,3,0,5677,1424.0,100.0,360.0,1.0,0,1
523,2,0,7948,7166.0,480.0,360.0,1.0,0,1
524,0,0,4680,2087.0,128.0,360.0,1.0,1,0
525,2,0,17500,0.0,400.0,360.0,1.0,0,1
526,0,0,3775,0.0,110.0,360.0,1.0,1,1
527,1,1,5285,1430.0,161.0,360.0,0.0,1,1
528,1,1,2679,1302.0,94.0,360.0,1.0,1,1
529,0,1,6783,0.0,130.0,360.0,1.0,1,1
530,0,0,1025,5500.0,216.0,360.0,1.0,0,1
531,3,0,4281,0.0,100.0,360.0,1.0,2,1
532,2,0,3588,0.0,110.0,360.0,0.0,0,0
533,1,0,11250,0.0,196.0,360.0,1.0,1,0
534,0,1,18165,0.0,125.0,360.0,1.0,2,1
535,0,1,2550,2042.0,126.0,360.0,1.0,0,1
536,0,0,6133,3906.0,324.0,360.0,1.0,2,1
537,2,0,3617,0.0,107.0,360.0,1.0,1,1
538,0,1,2917,536.0,66.0,360.0,1.0,0,0
539,3,0,6417,0.0,157.0,180.0,1.0,0,1
540,1,0,4608,2845.0,140.0,180.0,1.0,1,1
541,0,0,2138,0.0,99.0,360.0,0.0,1,0
542,1,0,3652,0.0,95.0,360.0,1.0,1,1
543,1,1,2239,2524.0,128.0,360.0,1.0,2,1
544,0,1,3017,663.0,102.0,360.0,1.0,1,1
545,0,0,2768,1950.0,155.0,360.0,1.0,0,1
546,0,1,3358,0.0,80.0,36.0,1.0,1,0
547,0,0,2526,1783.0,145.0,360.0,1.0,0,1
548,0,0,5000,0.0,103.0,360.0,0.0,1,0
549,0,0,2785,2016.0,110.0,360.0,1.0,0,1
550,2,0,6633,0.0,128.0,360.0,0.0,0,0
551,1,1,2492,2375.0,128.0,360.0,1.0,0,1
552,1,0,3333,3250.0,158.0,360.0,1.0,2,1
553,0,1,2454,2333.0,181.0,360.0,0.0,2,0
554,0,0,3593,4266.0,132.0,180.0,0.0,0,0
555,1,0,5468,1032.0,26.0,360.0,1.0,1,1
556,0,0,2667,1625.0,84.0,360.0,1.0,2,1
557,3,0,10139,0.0,260.0,360.0,1.0,1,1
558,0,0,3887,2669.0,162.0,360.0,1.0,1,1
559,0,0,4180,2306.0,182.0,360.0,1.0,1,1
560,2,1,3675,242.0,108.0,360.0,1.0,1,1
561,1,0,19484,0.0,600.0,360.0,1.0,1,1
562,0,0,5923,2054.0,211.0,360.0,1.0,0,1
563,0,1,5800,0.0,132.0,360.0,1.0,1,1
564,2,0,8799,0.0,258.0,360.0,0.0,2,0
565,0,1,4467,0.0,120.0,360.0,1.0,0,1
566,0,0,3333,0.0,70.0,360.0,1.0,2,1
567,3,0,3400,2500.0,123.0,360.0,0.0,0,0
568,0,0,2378,0.0,9.0,360.0,1.0,2,0
569,0,0,3166,2064.0,104.0,360.0,0.0,2,0
570,1,0,3417,1750.0,186.0,360.0,1.0,2,1
571,0,0,5116,1451.0,165.0,360.0,0.0,2,0
572,2,0,16666,0.0,275.0,360.0,1.0,2,1
573,2,1,6125,1625.0,187.0,480.0,1.0,1,0
574,3,0,6406,0.0,150.0,360.0,1.0,1,0
575,2,0,3159,461.0,108.0,84.0,1.0,2,1
576,0,0,3087,2210.0,136.0,360.0,0.0,1,0
577,0,0,3229,2739.0,110.0,360.0,1.0,2,1
578,1,0,1782,2232.0,107.0,360.0,1.0,0,1
579,0,0,3182,2917.0,161.0,360.0,1.0,2,1
580,2,0,6540,0.0,205.0,360.0,1.0,1,1
581,0,0,1836,33837.0,90.0,360.0,1.0,2,0
582,0,0,3166,0.0,36.0,360.0,1.0,1,1
583,1,0,1880,0.0,61.0,360.0,1.0,0,0
584,1,0,2787,1917.0,146.0,360.0,0.0,0,0
585,1,0,4283,3000.0,172.0,84.0,1.0,0,0
586,0,0,2297,1522.0,104.0,360.0,1.0,2,1
587,0,1,2165,0.0,70.0,360.0,1.0,1,1
588,0,0,4750,0.0,94.0,360.0,1.0,1,1
589,2,0,2726,0.0,106.0,360.0,0.0,1,0
590,0,0,3000,3416.0,56.0,180.0,1.0,1,1
591,2,0,6000,0.0,205.0,240.0,1.0,1,0
592,3,0,9357,0.0,292.0,360.0,1.0,1,1
593,0,0,3859,3300.0,142.0,180.0,1.0,0,1
594,0,0,16120,0.0,260.0,360.0,1.0,2,1
595,0,1,3833,0.0,110.0,360.0,1.0,0,1
596,2,1,6383,1000.0,187.0,360.0,1.0,0,0
597,0,0,2987,0.0,88.0,360.0,0.0,1,0
598,0,0,9963,0.0,180.0,360.0,1.0,0,1
599,2,0,5780,0.0,192.0,360.0,1.0,2,1
600,3,0,416,41667.0,350.0,180.0,1.0,2,0
601,0,1,2894,2792.0,155.0,360.0,1.0,0,1
602,3,0,5703,0.0,128.0,360.0,1.0,2,1
603,0,0,3676,4301.0,172.0,360.0,1.0,0,1
604,1,0,12000,0.0,496.0,360.0,1.0,1,1
605,0,1,2400,3800.0,128.0,180.0,1.0,2,0
606,1,0,3400,2500.0,173.0,360.0,1.0,1,1
607,2,1,3987,1411.0,157.0,360.0,1.0,0,1
608,0,0,3232,1950.0,108.0,360.0,1.0,0,1
609,0,0,2900,0.0,71.0,360.0,1.0,0,1
610,3,0,4106,0.0,40.0,180.0,1.0,0,1
611,1,0,8072,240.0,253.0,360.0,1.0,2,1
612,2,0,7583,0.0,187.0,360.0,1.0,2,1
613,0,0,4583,0.0,133.0,360.0,0.0,1,0
